No.,회계연도,추경차수,소관명,회계명,계정명,수입관명,수입항명,수입목명,수입구분명,본예산금액(천원),추경정부안금액(천원),추경국회확정금액(천원)
"175","2023","0","국가보훈처","에너지및자원사업특별회계","투자계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","33,000",0,0
"176","2023","0","국가보훈처","에너지및자원사업특별회계","투자계정","재산수입","기타이자수입및재산수입","기타재산이자외수입","일반수입","28,000",0,0
"177","2023","0","국가보훈처","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","8,400,000",0,0
"178","2023","0","국가보훈처","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","88,000",0,0
"179","2023","0","국가보훈처","일반회계","","경상이전수입","변상금및위약금","변상금","일반수입","23,000",0,0
"180","2023","0","국가보훈처","일반회계","","경상이전수입","변상금및위약금","위약금","일반수입","28,000",0,0
"181","2023","0","국가보훈처","일반회계","","관유물매각대","고정자산매각대","기타고정자산매각대","일반수입","35,000",0,0
"182","2023","0","국가보훈처","일반회계","","재산수입","관유물대여료","건물대여료","일반수입","94,000",0,0
"183","2023","0","국가보훈처","일반회계","","재산수입","관유물대여료","토지대여료","일반수입","49,000",0,0
"184","2023","0","국가보훈처","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","511,000",0,0
"185","2023","0","국가보훈처","일반회계","","재화및용역판매수입","면허료및수수료","면허료및수수료","일반수입","3,000",0,0
"186","2023","0","국가보훈처","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","342,000",0,0
"187","2023","0","국가인권위원회","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","20,000",0,0
"188","2023","0","국가인권위원회","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","5,000",0,0
"189","2023","0","국가인권위원회","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","1,000",0,0
"190","2023","0","국가인권위원회","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","1,000",0,0
"191","2023","0","국가정보원","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자외수입","일반수입","9,785,000",0,0
"192","2023","0","국무조정실 및 국무총리비서실","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","22,000",0,0
"193","2023","0","국무조정실 및 국무총리비서실","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","1,000",0,0
"194","2023","0","국민권익위원회","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","663,000",0,0
"195","2023","0","국민권익위원회","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","110,000",0,0
"196","2023","0","국민권익위원회","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","50,000",0,0
"197","2023","0","국방부","국방·군사시설이전특별회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","290,000",0,0
"198","2023","0","국방부","국방·군사시설이전특별회계","","관유물매각대","고정자산매각대","건물매각대","일반수입","5,230,000",0,0
"199","2023","0","국방부","국방·군사시설이전특별회계","","관유물매각대","토지및무형자산매각대","토지매각대","일반수입","361,865,000",0,0
"200","2023","0","국방부","국방·군사시설이전특별회계","","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","26,192,000",0,0
"201","2023","0","국방부","국방·군사시설이전특별회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","137,000",0,0
"202","2023","0","국방부","국방·군사시설이전특별회계","","정부내부수입및기타","예수금","기금예수금","내부거래수입(기금=>예산간거래)","178,420,000",0,0
"203","2023","0","국방부","국방·군사시설이전특별회계","","정부내부수입및기타","예탁원금회수","기금예탁원금회수","내부거래수입(기금=>예산간거래)","27,000,000",0,0
"204","2023","0","국방부","국방·군사시설이전특별회계","","정부내부수입및기타","예탁이자수입","기금예탁이자수입","내부거래수입(기금=>예산간거래)","419,000",0,0
"205","2023","0","국방부","일반회계","","경상이전수입","가산금","가산금","일반수입","3,000",0,0
"206","2023","0","국방부","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","118,774,000",0,0
"207","2023","0","국방부","일반회계","","경상이전수입","벌금,몰수금및과태료","과징금","일반수입","76,000",0,0
"208","2023","0","국방부","일반회계","","경상이전수입","벌금,몰수금및과태료","몰수금및추징금","일반수입","54,000",0,0
"209","2023","0","국방부","일반회계","","경상이전수입","벌금,몰수금및과태료","벌금및과료","일반수입","4,669,000",0,0
"210","2023","0","국방부","일반회계","","경상이전수입","벌금,몰수금및과태료","징계부과금","일반수입","16,000",0,0
"211","2023","0","국방부","일반회계","","경상이전수입","변상금및위약금","변상금","일반수입","2,987,000",0,0
"212","2023","0","국방부","일반회계","","경상이전수입","변상금및위약금","위약금","일반수입","16,449,000",0,0
